siret,naf,ri,F_1_4,F_2_2,F_2_4,F_3_3
32977962300027,59.11C,2189.1,0.2,0,3.32,0.52
21750001623359,38.11Z,2509.03,1.3,1.34,2.52,0.75
38097550800033,59.11C,2189.1,0.2,0,3.32,0.52
43241556000031,58.14Z,2174.94,0.2,0,1.63,0.19
58208828200048,58.11Z,2198.57,0.5,0,1.71,0.39
51185729400058,20.59Z,4146.74,5.5,6.36,2.28,3.09
44932766700043,14.13Z,3819.31,0.8,9.88,2.22,0.69
55209318900025,27.12Z,3732.96,2.1,8.22,2.27,1.18
25750007400030,38.21Z,4021.27,1.4,10.0,2.4,0.75
54205276600079,14.13Z,3819.31,0.8,9.88,2.22,0.69
52435387700037,59.11C,2189.1,0.2,0,3.32,0.52
58209518800220,27.51Z,3126.47,2.6,4.64,2.5,0.19
54204080300059,20.42Z,3934.4,0.5,10.0,2.43,0.06
50501257500013,71.11Z,2416.78,4.0,0,1.1,0.76
39499961900031,71.11Z,2416.78,4.0,0,1.1,0.76
30539439700031,23.99Z,4557.09,10,2.88,2.29,4.92
49492849200037,59.11C,2189.1,0.2,0,3.32,0.52
60205674900339,10.81Z,4632.9,3.9,8.7,2.46,3.82
31877162300192,58.13Z,2158.0,0,0,1.7,0.0
39516124300047,59.11C,2189.1,0.2,0,3.32,0.52
58213351800032,13.99Z,3113.79,3.0,3.08,2.34,2.56
50384257700036,71.11Z,2416.78,4.0,0,1.1,0.76
30070230500297,28.94Z,3387.64,0,7.61,2.24,0
30976996600032,58.11Z,2198.57,0.5,0,1.71,0.39
33348388100038,27.51Z,3126.47,2.6,4.64,2.5,0.19
45134417000027,58.11Z,2198.57,0.5,0,1.71,0.39
33047216800039,71.11Z,2416.78,4.0,0,1.1,0.76
63201210001085,20.42Z,3934.4,0.5,10.0,2.43,0.06
81325153500023,59.11C,2189.1,0.2,0,3.32,0.52
33281522400024,59.11C,2189.1,0.2,0,3.32,0.52
38863488300085,14.14Z,3823.93,0.5,10.0,2.24,0.49
39752265700055,58.14Z,2174.94,0.2,0,1.63,0.19
33483554300037,27.51Z,3126.47,2.6,4.64,2.5,0.19
58207143700047,58.13Z,2158.0,0,0,1.7,0.0
55208131765946,35.11Z,4978.0,10,0,1.9,10
40126272000014,71.11Z,2416.78,4.0,0,1.1,0.76
54205276600087,14.13Z,3819.31,0.8,9.88,2.22,0.69
37784773600032,32.12Z,2353.45,1.1,0.57,2.18,0.95
31617316000060,71.11Z,2416.78,4.0,0,1.1,0.76
41025258900016,10.13A,8175.41,4.9,10,5.38,4.81
58211727100012,28.29B,10808.65,8.6,10,4.5,8.43
40996664500023,27.51Z,3126.47,2.6,4.64,2.5,0.19
62200991800039,29.32Z,2957.36,5.5,0.8,2.43,2.66
57207583600013,26.51B,3862.21,4.8,3.06,4.37,2.69
21750001622906,38.11Z,2509.03,1.3,1.34,2.52,0.75
34843510800017,91.02Z,2158.0,0,0,2.06,0
69204158500039,91.02Z,2158.0,0,0,2.06,0
43448753400019,59.11C,2189.1,0.2,0,3.32,0.52
78810524500013,91.02Z,2158.0,0,0,2.06,0
33784965700016,71.11Z,2416.78,4.0,0,1.1,0.76
81037071800019,59.11C,2189.1,0.2,0,3.32,0.52
38974792400048,71.11Z,2416.78,4.0,0,1.1,0.76
31867159100069,58.11Z,2198.57,0.5,0,1.71,0.39
80741652400013,96.02A,2158.0,0,0,3.14,0
21750001623011,38.11Z,2509.03,1.3,1.34,2.52,0.75
42084202300020,58.11Z,2198.57,0.5,0,1.71,0.39
21750001624936,38.11Z,2509.03,1.3,1.34,2.52,0.75
21750001625032,38.11Z,2509.03,1.3,1.34,2.52,0.75
44864320500058,59.11C,2189.1,0.2,0,3.32,0.52
34196525900029,58.14Z,2174.94,0.2,0,1.63,0.19
53242953700014,58.14Z,2174.94,0.2,0,1.63,0.19
20003277900064,91.02Z,2158.0,0,0,2.06,0
40324305800076,14.13Z,3819.31,0.8,9.88,2.22,0.69
44915889800030,14.13Z,3819.31,0.8,9.88,2.22,0.69
43265751800028,14.13Z,3819.31,0.8,9.88,2.22,0.69
50062532200028,23.12Z,4106.42,1.4,9.53,2.54,1.42
58213321100042,14.13Z,3819.31,0.8,9.88,2.22,0.69
32388930300034,32.12Z,2353.45,1.1,0.57,2.18,0.95
51095220300030,59.11C,2189.1,0.2,0,3.32,0.52
57214220600018,58.14Z,2174.94,0.2,0,1.63,0.19
52065542400049,59.11C,2189.1,0.2,0,3.32,0.52
57219555000098,58.11Z,2198.57,0.5,0,1.71,0.39
82925604900018,07.29Z,3379.39,5.0,0.6,2.42,6.15
44832190100036,32.13Z,2915.05,1.1,4.12,2.19,0.85
32685322300021,14.11Z,2317.55,1.6,0,2.32,1.28
13001217200016,91.02Z,2158.0,0,0,2.06,0
69204158500591,91.02Z,2158.0,0,0,2.06,0
79344145200034,59.11C,2189.1,0.2,0,3.32,0.52
31179739300023,58.14Z,2174.94,0.2,0,1.63,0.19
55204611200173,32.13Z,2915.05,1.1,4.12,2.19,0.85
21750001621601,38.11Z,2509.03,1.3,1.34,2.52,0.75
30239457200028,14.19Z,2934.44,0.7,4.22,2.33,0.67
44113380800135,30.11Z,3783.05,2.6,9.8,2.05,0.51
21750001625735,38.11Z,2509.03,1.3,1.34,2.52,0.75
32381448300075,14.13Z,3819.31,0.8,9.88,2.22,0.69
21750001624555,38.11Z,2509.03,1.3,1.34,2.52,0.75
57201681400038,17.23Z,4196.94,4.8,4.97,2.42,5.01
21750001627244,38.11Z,2509.03,1.3,1.34,2.52,0.75
20003277900080,91.02Z,2158.0,0,0,2.06,0
30455515400232,58.14Z,2174.94,0.2,0,1.63,0.19
41178930800029,59.11C,2189.1,0.2,0,3.32,0.52
56203317500026,32.12Z,2353.45,1.1,0.57,2.18,0.95
37944598400055,20.42Z,3934.4,0.5,10.0,2.43,0.06
39119507000019,96.02A,2158.0,0,0,3.14,0
51513230600017,10.13B,8175.41,4.9,10,5.38,4.81
43171468200025,71.11Z,2416.78,4.0,0,1.1,0.76
39831091200058,59.11C,2189.1,0.2,0,3.32,0.52
82529906800015,58.14Z,2174.94,0.2,0,1.63,0.19
45078343600030,59.11C,2189.1,0.2,0,3.32,0.52
33362113400019,20.42Z,3934.4,0.5,10.0,2.43,0.06
55208897300052,20.42Z,3934.4,0.5,10.0,2.43,0.06
21750001624001,38.11Z,2509.03,1.3,1.34,2.52,0.75
33498195800013,27.51Z,3126.47,2.6,4.64,2.5,0.19
20003277900098,91.02Z,2158.0,0,0,2.06,0
20003277900015,91.02Z,2158.0,0,0,2.06,0
32388932900039,13.99Z,3113.79,3.0,3.08,2.34,2.56
48790154800064,58.11Z,2198.57,0.5,0,1.71,0.39
21750001622443,38.11Z,2509.03,1.3,1.34,2.52,0.75
40293198400031,14.13Z,3819.31,0.8,9.88,2.22,0.69
21750001625719,38.11Z,2509.03,1.3,1.34,2.52,0.75
57218502300023,15.12Z,4479.21,3.8,9.63,2.36,2.59
31956747500037,96.02A,2158.0,0,0,3.14,0
57208227900041,58.11Z,2198.57,0.5,0,1.71,0.39
47859454200019,71.11Z,2416.78,4.0,0,1.1,0.76
51958785100014,91.02Z,2158.0,0,0,2.06,0
42827827900024,71.11Z,2416.78,4.0,0,1.1,0.76
38202819900034,58.13Z,2158.0,0,0,1.7,0.0
43316848100029,59.11C,2189.1,0.2,0,3.32,0.52
48318580700052,28.99B,2608.85,1.1,1.14,4.32,0.74
70204756400068,17.23Z,4196.94,4.8,4.97,2.42,5.01
21750001622914,38.11Z,2509.03,1.3,1.34,2.52,0.75
21750001622930,38.11Z,2509.03,1.3,1.34,2.52,0.75
48842873100027,71.11Z,2416.78,4.0,0,1.1,0.76
32221492500123,20.42Z,3934.4,0.5,10.0,2.43,0.06
21750001624050,38.11Z,2509.03,1.3,1.34,2.52,0.75
53876027300036,14.13Z,3819.31,0.8,9.88,2.22,0.69
81538049800015,58.14Z,2174.94,0.2,0,1.63,0.19
53085692100016,91.02Z,2158.0,0,0,2.06,0
21750001606529,38.11Z,2509.03,1.3,1.34,2.52,0.75
42821653500032,71.11Z,2416.78,4.0,0,1.1,0.76
48773495600013,59.11C,2189.1,0.2,0,3.32,0.52
21750001606420,38.11Z,2509.03,1.3,1.34,2.52,0.75
52832199500037,59.11C,2189.1,0.2,0,3.32,0.52
71201459600027,96.02A,2158.0,0,0,3.14,0
38791531700037,58.11Z,2198.57,0.5,0,1.71,0.39
20003277900056,91.02Z,2158.0,0,0,2.06,0
38122061500011,58.11Z,2198.57,0.5,0,1.71,0.39
32192154600081,58.11Z,2198.57,0.5,0,1.71,0.39
47818490600012,91.02Z,2158.0,0,0,2.06,0
72204184500149,27.52Z,2177.91,0,0.12,2.32,0
38120290200031,59.11C,2189.1,0.2,0,3.32,0.52
49197486100016,38.32Z,2207.54,0.7,0,2.49,0.37
33754594100052,10.11Z,6023.33,7.1,8.33,2.58,6.05
62203708300327,20.14Z,6015.02,10,2.49,2.42,10
32044212200059,26.51A,3862.21,4.8,3.06,4.37,2.69
33305028400186,38.32Z,2207.54,0.7,0,2.49,0.37
21750001622542,38.11Z,2509.03,1.3,1.34,2.52,0.75
79864322700035,58.14Z,2174.94,0.2,0,1.63,0.19
33945350800048,58.14Z,2174.94,0.2,0,1.63,0.19
33242939800040,71.11Z,2416.78,4.0,0,1.1,0.76
35166080800053,58.14Z,2174.94,0.2,0,1.63,0.19
42392210300027,59.11C,2189.1,0.2,0,3.32,0.52
48007667800022,71.11Z,2416.78,4.0,0,1.1,0.76
21750001627194,38.11Z,2509.03,1.3,1.34,2.52,0.75
58209332400025,58.14Z,2174.94,0.2,0,1.63,0.19
21750001623979,38.11Z,2509.03,1.3,1.34,2.52,0.75
44115292300013,10.13B,8175.41,4.9,10,5.38,4.81
47998918800020,58.14Z,2174.94,0.2,0,1.63,0.19
53172998600038,15.12Z,4479.21,3.8,9.63,2.36,2.59
42301192300012,58.14Z,2174.94,0.2,0,1.63,0.19
30582329600143,20.42Z,3934.4,0.5,10.0,2.43,0.06
56209767500051,58.11Z,2198.57,0.5,0,1.71,0.39
21750001623458,38.11Z,2509.03,1.3,1.34,2.52,0.75
99788851600017,20.42Z,3934.4,0.5,10.0,2.43,0.06
21750001621593,38.11Z,2509.03,1.3,1.34,2.52,0.75
81166796300011,20.42Z,3934.4,0.5,10.0,2.43,0.06
30606367800032,20.42Z,3934.4,0.5,10.0,2.43,0.06
72201264800043,71.11Z,2416.78,4.0,0,1.1,0.76
40267432900089,20.14Z,6015.02,10,2.49,2.42,10
53029860300016,71.11Z,2416.78,4.0,0,1.1,0.76
49066153500032,14.13Z,3819.31,0.8,9.88,2.22,0.69
75082085400024,59.11C,2189.1,0.2,0,3.32,0.52
42383021500038,14.11Z,2317.55,1.6,0,2.32,1.28
31446627700055,20.53Z,2165.76,0.1,0,2.48,0.08
21750001621585,38.11Z,2509.03,1.3,1.34,2.52,0.75
45021096800035,71.11Z,2416.78,4.0,0,1.1,0.76
77565841200165,58.14Z,2174.94,0.2,0,1.63,0.19
21750001621957,38.11Z,2509.03,1.3,1.34,2.52,0.75
21750001622005,38.11Z,2509.03,1.3,1.34,2.52,0.75
21750001623938,38.11Z,2509.03,1.3,1.34,2.52,0.75
21750001622054,38.11Z,2509.03,1.3,1.34,2.52,0.75
21750001622427,38.11Z,2509.03,1.3,1.34,2.52,0.75
21750001624548,38.11Z,2509.03,1.3,1.34,2.52,0.75
44960176400011,96.02A,2158.0,0,0,3.14,0
32610236500037,32.12Z,2353.45,1.1,0.57,2.18,0.95
21750001614036,38.11Z,2509.03,1.3,1.34,2.52,0.75
83199163300015,58.19Z,3316.68,0.1,8.26,1.93,0.08
21750001623417,38.11Z,2509.03,1.3,1.34,2.52,0.75
44041924000047,59.11C,2189.1,0.2,0,3.32,0.52
52361648000019,71.11Z,2416.78,4.0,0,1.1,0.76
74993191100012,71.11Z,2416.78,4.0,0,1.1,0.76
55203232800031,14.20Z,4308.63,3.6,9.56,2.09,3.07
43989694500045,71.11Z,2416.78,4.0,0,1.1,0.76
33442983400099,32.12Z,2353.45,1.1,0.57,2.18,0.95
58203967300055,58.11Z,2198.57,0.5,0,1.71,0.39
44915889800360,14.13Z,3819.31,0.8,9.88,2.22,0.69
21750001624902,38.11Z,2509.03,1.3,1.34,2.52,0.75
56213689500058,58.11Z,2198.57,0.5,0,1.71,0.39
20003277900148,91.02Z,2158.0,0,0,2.06,0
40264405800032,59.11C,2189.1,0.2,0,3.32,0.52
49030216300012,71.11Z,2416.78,4.0,0,1.1,0.76
20003277900122,91.02Z,2158.0,0,0,2.06,0
73705018700092,15.12Z,4479.21,3.8,9.63,2.36,2.59
30713157300098,14.13Z,3819.31,0.8,9.88,2.22,0.69
30375429500440,14.13Z,3819.31,0.8,9.88,2.22,0.69
21750001625768,38.11Z,2509.03,1.3,1.34,2.52,0.75
30649449300050,71.11Z,2416.78,4.0,0,1.1,0.76
31513182100011,96.02A,2158.0,0,0,3.14,0
39509385900019,96.02A,2158.0,0,0,3.14,0
55202943100095,58.14Z,2174.94,0.2,0,1.63,0.19
32544596300086,14.13Z,3819.31,0.8,9.88,2.22,0.69
21750001622450,38.11Z,2509.03,1.3,1.34,2.52,0.75
61203583200072,14.13Z,3819.31,0.8,9.88,2.22,0.69
73705018700183,15.12Z,4479.21,3.8,9.63,2.36,2.59
21750001623953,38.11Z,2509.03,1.3,1.34,2.52,0.75
48223823500022,58.13Z,2158.0,0,0,1.7,0.0
60202448100015,59.11C,2189.1,0.2,0,3.32,0.52
41153927300036,58.14Z,2174.94,0.2,0,1.63,0.19
33834344500031,59.11C,2189.1,0.2,0,3.32,0.52
40920920200046,15.12Z,4479.21,3.8,9.63,2.36,2.59
50916366300016,26.51B,3862.21,4.8,3.06,4.37,2.69
31819812400022,58.14Z,2174.94,0.2,0,1.63,0.19
83233239900019,58.14Z,2174.94,0.2,0,1.63,0.19
30365637500746,11.01Z,2463.02,2.4,0,2.36,2.32
21750001624456,38.11Z,2509.03,1.3,1.34,2.52,0.75
30917380500040,59.11C,2189.1,0.2,0,3.32,0.52
40047883000021,71.11Z,2416.78,4.0,0,1.1,0.76
52294270500016,71.11Z,2416.78,4.0,0,1.1,0.76
38127916500108,14.13Z,3819.31,0.8,9.88,2.22,0.69
38946284700051,71.11Z,2416.78,4.0,0,1.1,0.76
79013899400021,58.14Z,2174.94,0.2,0,1.63,0.19
77569590100063,14.14Z,3823.93,0.5,10.0,2.24,0.49
39887284600025,58.13Z,2158.0,0,0,1.7,0.0
35270049600040,59.11C,2189.1,0.2,0,3.32,0.52
42875076400022,59.11C,2189.1,0.2,0,3.32,0.52
48033297200045,59.11C,2189.1,0.2,0,3.32,0.52
40432654800041,32.13Z,2915.05,1.1,4.12,2.19,0.85
21750001624571,38.11Z,2509.03,1.3,1.34,2.52,0.75
42095002400018,32.12Z,2353.45,1.1,0.57,2.18,0.95
21750001622476,38.11Z,2509.03,1.3,1.34,2.52,0.75
37921678100060,59.11C,2189.1,0.2,0,3.32,0.52
41266747900031,71.11Z,2416.78,4.0,0,1.1,0.76
41243893900016,71.11Z,2416.78,4.0,0,1.1,0.76
75126409400044,10.89Z,6670.62,8.6,5.26,2.49,9.9
31942731601122,14.13Z,3819.31,0.8,9.88,2.22,0.69
33442983400081,32.12Z,2353.45,1.1,0.57,2.18,0.95
79788060600018,96.02A,2158.0,0,0,3.14,0
38977783000032,71.11Z,2416.78,4.0,0,1.1,0.76
48343533500011,14.13Z,3819.31,0.8,9.88,2.22,0.69
45181054300046,59.11C,2189.1,0.2,0,3.32,0.52
21750001624993,38.11Z,2509.03,1.3,1.34,2.52,0.75
21750001624514,38.11Z,2509.03,1.3,1.34,2.52,0.75
47856536900046,32.13Z,2915.05,1.1,4.12,2.19,0.85
52407895300014,59.11C,2189.1,0.2,0,3.32,0.52
51235860700046,59.11C,2189.1,0.2,0,3.32,0.52
41529753000024,71.11Z,2416.78,4.0,0,1.1,0.76
51489522600025,59.11C,2189.1,0.2,0,3.32,0.52
69204158500252,91.02Z,2158.0,0,0,2.06,0
33489882200062,58.11Z,2198.57,0.5,0,1.71,0.39
33841246300089,58.14Z,2174.94,0.2,0,1.63,0.19
81264656000019,71.11Z,2416.78,4.0,0,1.1,0.76
53399405900012,91.02Z,2158.0,0,0,2.06,0
35021938200032,20.42Z,3934.4,0.5,10.0,2.43,0.06
8565014100105,17.23Z,4196.94,4.8,4.97,2.42,5.01
64206012300105,20.42Z,3934.4,0.5,10.0,2.43,0.06
30970699200281,14.13Z,3819.31,0.8,9.88,2.22,0.69
69204158500161,91.02Z,2158.0,0,0,2.06,0
21750001624506,38.11Z,2509.03,1.3,1.34,2.52,0.75
56207720600018,58.14Z,2174.94,0.2,0,1.63,0.19
50111712100019,71.11Z,2416.78,4.0,0,1.1,0.76
50063193200034,58.13Z,2158.0,0,0,1.7,0.0
82006324600012,59.11C,2189.1,0.2,0,3.32,0.52
41797297300040,59.11C,2189.1,0.2,0,3.32,0.52
54200568100029,32.12Z,2353.45,1.1,0.57,2.18,0.95
30021846800035,25.99A,11511.75,10,10,4.89,7.43
69204158500583,91.02Z,2158.0,0,0,2.06,0
55212018000047,58.13Z,2158.0,0,0,1.7,0.0
54288012500167,14.14Z,3823.93,0.5,10.0,2.24,0.49
32692952800106,58.14Z,2174.94,0.2,0,1.63,0.19
43849278700025,14.13Z,3819.31,0.8,9.88,2.22,0.69
44471927200296,26.51B,3862.21,4.8,3.06,4.37,2.69
49520628600025,59.11C,2189.1,0.2,0,3.32,0.52
49392790900017,71.11Z,2416.78,4.0,0,1.1,0.76
34145949300027,96.02A,2158.0,0,0,3.14,0
49525906100044,35.11Z,4978.0,10,0,1.9,10
33942875700027,59.11C,2189.1,0.2,0,3.32,0.52
31897575200011,71.11Z,2416.78,4.0,0,1.1,0.76
35302097700081,58.14Z,2174.94,0.2,0,1.63,0.19
41480988900010,71.11Z,2416.78,4.0,0,1.1,0.76
41481504300297,23.63Z,4331.72,5.1,10.0,2.5,0.59
43520629700036,25.72Z,2331.66,1.6,0,2.44,1.48
21750001623946,38.11Z,2509.03,1.3,1.34,2.52,0.75
80006332300011,96.02A,2158.0,0,0,3.14,0
80101749200019,32.12Z,2353.45,1.1,0.57,2.18,0.95
30805002000087,58.14Z,2174.94,0.2,0,1.63,0.19
31102312100024,58.11Z,2198.57,0.5,0,1.71,0.39
31917700200031,71.11Z,2416.78,4.0,0,1.1,0.76
59202517500098,58.11Z,2198.57,0.5,0,1.71,0.39
48252549000033,71.11Z,2416.78,4.0,0,1.1,0.76
82339152900018,96.02A,2158.0,0,0,3.14,0
32199469100152,20.42Z,3934.4,0.5,10.0,2.43,0.06
21750001624597,38.11Z,2509.03,1.3,1.34,2.52,0.75
39066977800073,20.42Z,3934.4,0.5,10.0,2.43,0.06
50464769400018,71.11Z,2416.78,4.0,0,1.1,0.76
59200532600018,58.13Z,2158.0,0,0,1.7,0.0
47830179900035,59.11C,2189.1,0.2,0,3.32,0.52
41191151400023,71.11Z,2416.78,4.0,0,1.1,0.76
32761140601070,14.13Z,3819.31,0.8,9.88,2.22,0.69
44288913500020,71.11Z,2416.78,4.0,0,1.1,0.76
21750001622070,38.11Z,2509.03,1.3,1.34,2.52,0.75
49011086300043,71.11Z,2416.78,4.0,0,1.1,0.76
21750001624910,38.11Z,2509.03,1.3,1.34,2.52,0.75
21750001624969,38.11Z,2509.03,1.3,1.34,2.52,0.75
48980918600112,58.19Z,3316.68,0.1,8.26,1.93,0.08
41951995400038,58.11Z,2198.57,0.5,0,1.71,0.39
69652041000023,15.12Z,4479.21,3.8,9.63,2.36,2.59
61203565900087,58.11Z,2198.57,0.5,0,1.71,0.39
33147928700038,58.11Z,2198.57,0.5,0,1.71,0.39
21750001627236,38.11Z,2509.03,1.3,1.34,2.52,0.75
21750001622435,38.11Z,2509.03,1.3,1.34,2.52,0.75
35024488500033,71.11Z,2416.78,4.0,0,1.1,0.76
32503329800069,58.14Z,2174.94,0.2,0,1.63,0.19
45041444600051,58.14Z,2174.94,0.2,0,1.63,0.19
40026038600042,32.13Z,2915.05,1.1,4.12,2.19,0.85
42423265000012,71.11Z,2416.78,4.0,0,1.1,0.76
80105093100022,59.11C,2189.1,0.2,0,3.32,0.52
16002001200011,32.11Z,2257.05,1.1,0,2.25,0.85
43797111200044,90.03A,2234.98,0.1,0.2,4.37,0.26
44916448200043,10.83Z,3854.19,0.3,10.0,2.31,0.35
64204215400038,71.11Z,2416.78,4.0,0,1.1,0.76
78422676300018,91.02Z,2158.0,0,0,2.06,0
55207230800067,58.14Z,2174.94,0.2,0,1.63,0.19
42258453200069,58.14Z,2174.94,0.2,0,1.63,0.19
32578521000015,58.19Z,3316.68,0.1,8.26,1.93,0.08
50776916400041,14.13Z,3819.31,0.8,9.88,2.22,0.69
56209930900055,58.14Z,2174.94,0.2,0,1.63,0.19
21750001622971,38.11Z,2509.03,1.3,1.34,2.52,0.75
67200942000015,14.13Z,3819.31,0.8,9.88,2.22,0.69
21750001623334,38.11Z,2509.03,1.3,1.34,2.52,0.75
34145176300039,71.11Z,2416.78,4.0,0,1.1,0.76
41200154700055,58.14Z,2174.94,0.2,0,1.63,0.19
55201868100213,58.14Z,2174.94,0.2,0,1.63,0.19
21750001622500,38.11Z,2509.03,1.3,1.34,2.52,0.75
50949930700031,18.13Z,2184.97,0.5,0,1.84,0.12
21750001623466,38.11Z,2509.03,1.3,1.34,2.52,0.75
34324470300132,59.11C,2189.1,0.2,0,3.32,0.52
41000724900015,71.11Z,2416.78,4.0,0,1.1,0.76
50949095900020,18.13Z,2184.97,0.5,0,1.84,0.12
38318472800053,10.86Z,4037.08,1.7,9.57,2.32,1.9
66201720100036,26.51B,3862.21,4.8,3.06,4.37,2.69
61202865400012,13.92Z,3618.54,0.6,8.54,2.29,0.43
43034739300042,71.11Z,2416.78,4.0,0,1.1,0.76
51426149400033,71.11Z,2416.78,4.0,0,1.1,0.76
21750001622898,38.11Z,2509.03,1.3,1.34,2.52,0.75
39287792400028,59.11C,2189.1,0.2,0,3.32,0.52
34257546100047,32.12Z,2353.45,1.1,0.57,2.18,0.95
82866269200015,32.12Z,2353.45,1.1,0.57,2.18,0.95
34064761900014,58.14Z,2174.94,0.2,0,1.63,0.19
39329104200132,58.11Z,2198.57,0.5,0,1.71,0.39
50448958400020,59.11C,2189.1,0.2,0,3.32,0.52
30375429500234,14.13Z,3819.31,0.8,9.88,2.22,0.69
57219764800031,13.99Z,3113.79,3.0,3.08,2.34,2.56
39482398300025,71.11Z,2416.78,4.0,0,1.1,0.76
44539119600067,58.14Z,2174.94,0.2,0,1.63,0.19
49752714300018,59.11C,2189.1,0.2,0,3.32,0.52
52932011100014,18.13Z,2184.97,0.5,0,1.84,0.12
44483170500033,32.13Z,2915.05,1.1,4.12,2.19,0.85
38165901000072,15.12Z,4479.21,3.8,9.63,2.36,2.59
49841635300031,10.71C,2187.31,0.2,0,9.93,0.48
52890204200050,25.11Z,3988.08,3.3,10.0,2.17,0.74
75295989000019,10.71C,2187.31,0.2,0,9.93,0.48
56211088200346,08.12Z,4521.07,4.2,10.0,2.14,3.03
79926605100025,10.71C,2187.31,0.2,0,9.93,0.48
83384782500050,28.22Z,3309.36,1.2,6.52,2.21,0.77
75271864300030,10.71C,2187.31,0.2,0,9.93,0.48
57204050900075,22.19Z,7157.42,9.9,9.24,2.6,5.99
53790187800018,10.71C,2187.31,0.2,0,9.93,0.48
56210057800011,10.71C,2187.31,0.2,0,9.93,0.48
56210638500015,10.71D,2187.31,0.2,0,9.93,0.48
79200113300018,10.71C,2187.31,0.2,0,9.93,0.48
80491338200011,10.71C,2187.31,0.2,0,9.93,0.48
80748375500011,10.71C,2187.31,0.2,0,9.93,0.48
80898143500023,10.71C,2187.31,0.2,0,9.93,0.48
80333778100014,10.71C,2187.31,0.2,0,9.93,0.48
80316473000019,10.71C,2187.31,0.2,0,9.93,0.48
80934668700027,10.71C,2187.31,0.2,0,9.93,0.48
80792251300013,10.71C,2187.31,0.2,0,9.93,0.48
83433095300029,10.71C,2187.31,0.2,0,9.93,0.48
83453263200025,10.71C,2187.31,0.2,0,9.93,0.48
84014069300010,10.71C,2187.31,0.2,0,9.93,0.48
83885854600016,10.71C,2187.31,0.2,0,9.93,0.48
32444503000012,10.71C,2187.31,0.2,0,9.93,0.48
83757988700014,10.71C,2187.31,0.2,0,9.93,0.48
5780200100032,17.21C,7414.49,10,1.93,7.32,10
32930252500020,10.71C,2187.31,0.2,0,9.93,0.48
33879433200019,10.71D,2187.31,0.2,0,9.93,0.48
38938924800011,10.71C,2187.31,0.2,0,9.93,0.48
33763497600027,10.71C,2187.31,0.2,0,9.93,0.48
38289620700018,10.71C,2187.31,0.2,0,9.93,0.48
39168904900016,10.71C,2187.31,0.2,0,9.93,0.48
39319276000014,10.71C,2187.31,0.2,0,9.93,0.48
39353467200018,10.71C,2187.31,0.2,0,9.93,0.48
39184249900033,10.71C,2187.31,0.2,0,9.93,0.48
38347699100013,22.23Z,4023.95,6.0,5.48,2.46,2.67
35720005400124,10.62Z,4739.4,5.2,6.99,2.26,5.42
38850696600018,10.71C,2187.31,0.2,0,9.93,0.48
40526639600010,10.71C,2187.31,0.2,0,9.93,0.48
40886430400014,10.71C,2187.31,0.2,0,9.93,0.48
42422418600017,10.71C,2187.31,0.2,0,9.93,0.48
43032933400014,10.71C,2187.31,0.2,0,9.93,0.48
43906444500018,10.71C,2187.31,0.2,0,9.93,0.48
43128025400019,10.71C,2187.31,0.2,0,9.93,0.48
52310447900010,10.51A,15912.94,5.7,10,9.89,8.91
45185068900014,10.51A,16243.35,6.0,10,9.89,8.91
52033586000026,38.12Z,3758.73,0.7,8.8,2.44,0.37
43994545200019,25.12Z,4536.8,4.7,10.0,2.42,1.76
31365903900041,22.29B,5478.54,6.4,3.84,5.03,5.69
39933943100047,27.33Z,4053.85,3.6,9.01,2.42,0.93
31253707900047,20.16Z,8000.26,10,6.98,2.52,10
32879084500015,11.07A,5465.44,0,10.0,4.59,0.0
32840952900018,22.21Z,8012.5,10,7.26,2.43,10
34802877000033,16.23Z,6609.31,9.7,6.56,2.4,7.52
38381983600032,20.42Z,3934.4,0.5,10.0,2.43,0.06
54205636100075,25.99B,11511.75,10,10,4.89,7.43
33008292600024,10.89Z,6522.91,8.2,5.26,2.49,9.9
25020038300025,38.11Z,2509.03,1.3,1.34,2.52,0.75
96550261000037,25.11Z,3988.08,3.3,10.0,2.17,0.74
34409823100022,16.23Z,6702.58,10,6.56,2.4,7.52
75850100100450,27.33Z,4094.23,4.1,9.01,2.42,0.93
38145542700017,01.49Z,4136.4,2.5,9.4,2.14,3.01
78851333100017,01.13Z,3871.46,2.1,9.41,2.08,1.74
31245102400037,10.11Z,5964.78,6.9,8.33,2.58,6.05
35071605600022,22.29B,5451.96,6.3,3.84,5.03,5.69
97612003000094,25.12Z,4536.8,4.7,10.0,2.42,1.76
30015768200034,27.11Z,5077.61,7.2,8.86,2.25,3.61
32661436900022,28.12Z,4168.45,6.2,5.57,2.36,3.28
33530686600013,28.25Z,3350.87,5.3,3.01,2.23,2.69
76020009700060,20.12Z,3505.88,2.2,6.69,2.34,1.08
38432214500028,25.93Z,6205.37,10,5.3,2.27,7.67
38381983600024,20.42Z,3934.4,0.5,10.0,2.43,0.06
35029304900028,28.96Z,3662.61,0,10.0,2.09,0
75820012500030,23.91Z,4173.11,2.6,10.0,2.32,1.54
30733672700010,22.29B,5159.59,5.2,3.84,5.03,5.69
34060408100034,25.11Z,3988.08,3.3,10.0,2.17,0.74
75420019400019,16.24Z,2184.04,0.4,0,2.51,0.19
39084495900028,28.99B,2614.9,1.2,1.14,4.32,0.74
39451475600045,32.91Z,2158.0,0,0,2.54,0
